customer_id,tenure_months,contract_type,monthly_charges,total_charges,internet_service,online_security,tech_support,streaming_tv,payment_method,paperless_billing,senior_citizen,partner,dependents,phone_service,multiple_lines,support_calls_3mo,avg_data_gb_3mo,late_payments_6mo,plan_changes_6mo,churned
CUST51150,18,Month-to-month,106.95,1985.29,DSL,No,No,Yes,Electronic check,No,0,No,No,No,No phone service,1,18.43,0,1,1
CUST51151,28,Two year,76.58,1871.85,DSL,No,Yes,Yes,Mailed check,No,0,No,No,Yes,Yes,1,8.1,0,1,0
CUST51152,7,Month-to-month,111.94,803.38,Fiber optic,No,Yes,No,Mailed check,Yes,0,No,Yes,Yes,Yes,1,14.67,1,0,1
CUST51153,1,One year,90.59,91.26,Fiber optic,Yes,No,Yes,Credit card (auto),No,0,No,Yes,Yes,Yes,3,68.63,0,1,1
CUST51154,21,Month-to-month,26.94,575.15,DSL,No,No,Yes,Electronic check,No,1,Yes,Yes,Yes,Yes,2,7.0,0,0,0
CUST51155,52,Month-to-month,63.76,3006.97,Fiber optic,No,No,Yes,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,1,33.53,0,1,0
CUST51156,19,Month-to-month,56.55,1016.83,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,No,1,18.37,0,0,1
CUST51157,54,One year,119.86,6499.97,Fiber optic,No,No,No,Electronic check,No,0,No,Yes,Yes,Yes,1,9.6,0,1,0
CUST51158,6,Month-to-month,103.57,557.94,Fiber optic,No,Yes,No,Mailed check,Yes,0,No,No,Yes,No,2,14.17,0,0,0
CUST51159,16,Month-to-month,86.0,1406.05,Fiber optic,No,No,Yes,Bank transfer (auto),No,0,No,Yes,No,No phone service,4,48.63,0,0,1
CUST51160,10,Month-to-month,94.06,930.27,No,No internet service,No internet service,No internet service,Electronic check,No,1,No,No,Yes,No,2,0.0,0,1,0
CUST51161,19,Month-to-month,32.1,620.74,No,No internet service,No internet service,No internet service,Credit card (auto),Yes,0,Yes,No,No,No phone service,0,0.0,0,1,0
CUST51162,1,Month-to-month,69.21,67.74,Fiber optic,Yes,No,No,Mailed check,No,0,No,Yes,No,No phone service,1,35.13,2,0,0
CUST51163,8,One year,61.01,431.9,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,Yes,No,No phone service,0,20.13,1,1,0
CUST51164,3,One year,40.48,108.98,Fiber optic,Yes,No,Yes,Mailed check,Yes,0,Yes,No,Yes,No,1,28.55,1,0,0
CUST51165,8,Month-to-month,34.73,265.86,Fiber optic,No,No,No,Electronic check,No,0,No,No,Yes,No,0,12.82,2,2,0
CUST51166,11,Two year,102.8,1069.14,DSL,No,No,No,Credit card (auto),Yes,1,No,No,Yes,No,1,9.62,1,0,0
CUST51167,2,One year,104.54,209.29,DSL,Yes,Yes,Yes,Credit card (auto),No,0,No,No,Yes,Yes,8,38.84,0,0,0
CUST51168,18,Month-to-month,27.47,499.72,Fiber optic,Yes,No,Yes,Electronic check,No,1,No,Yes,Yes,No,0,52.07,0,1,0
CUST51169,19,Month-to-month,68.22,1201.36,Fiber optic,No,No,No,Credit card (auto),Yes,0,No,Yes,Yes,No,1,31.1,0,0,0
CUST51170,4,Month-to-month,105.2,390.25,Fiber optic,No,No,Yes,Bank transfer (auto),Yes,1,Yes,Yes,Yes,No,2,47.77,0,1,0
CUST51171,10,Month-to-month,51.51,487.14,Fiber optic,Yes,No,No,Bank transfer (auto),No,0,No,Yes,Yes,Yes,0,11.13,0,1,1
CUST51172,25,Month-to-month,28.8,653.39,DSL,Yes,No,No,Bank transfer (auto),No,0,No,No,Yes,Yes,2,5.1,0,1,1
CUST51173,41,One year,31.48,1274.85,DSL,Yes,No,No,Bank transfer (auto),Yes,1,Yes,Yes,Yes,No,1,16.76,0,0,0
CUST51174,14,One year,61.29,849.11,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,3,0.0,1,0,0
CUST51175,50,Two year,38.56,1727.52,Fiber optic,No,No,Yes,Mailed check,No,0,Yes,Yes,Yes,No,3,48.08,0,0,0
CUST51176,8,Two year,72.44,544.22,Fiber optic,No,Yes,No,Bank transfer (auto),Yes,0,No,No,No,No phone service,1,14.5,0,0,0
CUST51177,23,Two year,103.63,2408.42,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,1,No,No,Yes,Yes,2,0.0,0,1,0
CUST51178,1,Two year,23.96,22.72,Fiber optic,No,Yes,No,Bank transfer (auto),No,0,No,Yes,No,No phone service,3,24.36,0,0,1
CUST51179,1,One year,88.23,79.24,DSL,No,Yes,No,Electronic check,Yes,0,Yes,No,Yes,No,1,19.58,1,0,0
CUST51180,3,Two year,68.68,192.22,Fiber optic,No,Yes,Yes,Electronic check,Yes,0,No,Yes,Yes,Yes,5,22.05,0,1,1
CUST51181,3,One year,67.7,174.32,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,No,Yes,Yes,2,0.0,1,0,0
CUST51182,50,Month-to-month,61.45,3182.88,DSL,Yes,No,No,Credit card (auto),Yes,0,No,Yes,Yes,Yes,1,4.43,1,0,1
CUST51183,1,One year,34.37,34.49,DSL,No,No,Yes,Bank transfer (auto),Yes,1,Yes,No,Yes,No,1,19.06,1,1,0
CUST51184,30,One year,83.25,2371.69,No,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,Yes,Yes,No,2,0.0,0,0,1
CUST51185,47,Two year,37.3,1496.24,DSL,No,No,Yes,Mailed check,No,0,No,Yes,Yes,Yes,1,9.25,2,1,0
CUST51186,2,One year,57.44,105.31,Fiber optic,No,No,No,Electronic check,No,0,No,Yes,Yes,No,1,22.08,1,0,0
CUST51187,38,Month-to-month,83.18,2998.07,Fiber optic,No,Yes,Yes,Bank transfer (auto),No,0,Yes,No,Yes,No,4,30.33,1,2,0
CUST51188,20,Two year,107.89,1975.2,No,No internet service,No internet service,No internet service,Electronic check,No,1,Yes,No,Yes,Yes,3,0.0,1,0,0
CUST51189,1,Two year,66.82,57.26,DSL,No,No,Yes,Credit card (auto),No,0,No,Yes,Yes,No,1,5.92,0,0,0
CUST51190,2,One year,117.74,217.47,DSL,No,No,Yes,Credit card (auto),No,1,No,No,Yes,Yes,0,43.72,0,0,0
CUST51191,16,One year,27.79,429.2,Fiber optic,No,Yes,Yes,Credit card (auto),No,1,No,Yes,Yes,Yes,1,42.14,0,1,0
CUST51192,23,Two year,72.06,1477.1,Fiber optic,No,No,No,Electronic check,Yes,1,No,No,No,No phone service,0,30.27,1,1,0
CUST51193,72,Month-to-month,77.36,5823.7,Fiber optic,Yes,No,No,Bank transfer (auto),No,0,No,No,Yes,No,2,31.73,0,1,0
CUST51194,21,Month-to-month,60.29,1249.83,DSL,No,No,No,Credit card (auto),No,1,No,Yes,Yes,No,1,15.26,0,0,0
CUST51195,1,Month-to-month,20.75,19.69,No,No internet service,No internet service,No internet service,Credit card (auto),No,1,Yes,No,Yes,No,0,0.0,0,0,0
CUST51196,2,Two year,33.51,64.73,DSL,No,No,No,Bank transfer (auto),Yes,1,Yes,No,Yes,No,3,16.08,0,0,0
CUST51197,50,Two year,96.93,4884.54,DSL,No,No,Yes,Credit card (auto),Yes,0,No,Yes,Yes,No,0,37.93,0,0,0
CUST51198,23,Month-to-month,65.73,1445.56,DSL,No,Yes,Yes,Mailed check,Yes,0,No,Yes,Yes,No,2,13.67,0,1,0
CUST51199,22,Month-to-month,74.37,1645.98,Fiber optic,Yes,Yes,Yes,Credit card (auto),No,0,No,Yes,Yes,Yes,3,60.37,0,1,0
CUST51200,27,Two year,40.17,1064.07,Fiber optic,Yes,No,Yes,Mailed check,Yes,0,Yes,Yes,Yes,No,0,29.37,1,0,0
CUST51201,5,Month-to-month,117.06,563.99,Fiber optic,Yes,No,No,Mailed check,No,1,Yes,Yes,Yes,No,0,25.96,0,0,0
CUST51202,3,One year,73.35,202.99,DSL,No,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,1,46.69,0,0,0
CUST51203,40,Month-to-month,61.09,2346.34,DSL,Yes,No,No,Credit card (auto),No,1,No,No,Yes,Yes,0,26.45,0,1,0
CUST51204,17,Month-to-month,52.8,763.86,DSL,No,Yes,No,Bank transfer (auto),No,1,No,Yes,Yes,Yes,3,34.58,1,0,0
CUST51205,24,Month-to-month,115.93,2395.52,DSL,No,No,Yes,Mailed check,No,1,No,Yes,No,No phone service,0,22.71,0,0,0
CUST51206,25,Month-to-month,39.46,934.88,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,No,No phone service,2,39.34,1,2,1
CUST51207,44,One year,36.45,1621.79,DSL,No,No,No,Mailed check,Yes,0,No,No,Yes,Yes,0,18.92,0,1,0
CUST51208,12,Two year,53.67,601.86,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,No,No,Yes,Yes,1,0.0,1,0,1
CUST51209,2,One year,80.7,143.37,DSL,No,No,No,Bank transfer (auto),No,0,Yes,Yes,Yes,No,3,9.71,0,1,1
CUST51210,7,Month-to-month,76.29,536.74,DSL,No,Yes,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,0,13.59,1,0,0
CUST51211,3,Month-to-month,69.92,219.87,Fiber optic,No,No,No,Mailed check,No,0,Yes,No,Yes,No,3,46.97,0,0,1
CUST51212,39,Two year,104.59,3489.6,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,No,2,30.12,2,0,0
CUST51213,72,One year,113.4,7476.56,Fiber optic,No,No,No,Credit card (auto),Yes,0,No,Yes,Yes,Yes,3,41.0,0,1,0
CUST51214,8,Two year,52.0,394.43,DSL,Yes,No,No,Credit card (auto),Yes,1,Yes,No,Yes,No,7,16.12,1,3,1
CUST51215,59,Two year,51.32,2841.63,Fiber optic,Yes,No,No,Mailed check,No,0,No,No,Yes,Yes,0,3.7,0,0,0
CUST51216,27,Month-to-month,87.7,2232.38,DSL,Yes,No,No,Electronic check,Yes,1,Yes,Yes,Yes,No,1,29.73,1,0,0
CUST51217,14,Month-to-month,28.8,420.94,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,1,17.0,0,0,0
CUST51218,31,One year,79.0,2291.68,No,No internet service,No internet service,No internet service,Electronic check,No,0,Yes,Yes,No,No phone service,4,0.0,1,1,0
CUST51219,1,Two year,33.85,31.99,DSL,No,No,Yes,Credit card (auto),No,0,Yes,No,No,No phone service,9,1.12,0,2,1
CUST51220,35,Month-to-month,113.89,3893.88,Fiber optic,Yes,No,No,Mailed check,Yes,0,Yes,Yes,Yes,Yes,4,15.96,0,2,0
CUST51221,48,Month-to-month,38.66,1945.49,Fiber optic,Yes,Yes,No,Electronic check,Yes,0,No,Yes,Yes,Yes,2,44.2,1,1,0
CUST51222,14,One year,62.29,896.69,DSL,No,No,Yes,Credit card (auto),Yes,0,Yes,Yes,Yes,Yes,5,27.96,0,0,0
CUST51223,31,Two year,110.2,3120.48,DSL,No,Yes,No,Mailed check,Yes,0,No,Yes,No,No phone service,9,19.71,1,0,0
CUST51224,6,Month-to-month,85.79,460.91,Fiber optic,Yes,No,No,Bank transfer (auto),No,0,Yes,No,Yes,No,1,38.74,0,0,1
CUST51225,10,Two year,68.15,673.83,Fiber optic,Yes,No,Yes,Mailed check,No,0,Yes,No,Yes,No,2,33.11,0,0,0
CUST51226,9,Two year,54.14,425.95,DSL,No,No,Yes,Credit card (auto),Yes,0,Yes,No,Yes,No,2,19.48,0,0,0
CUST51227,25,Month-to-month,63.54,1641.37,DSL,No,Yes,Yes,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,1,17.49,0,1,0
CUST51228,6,Month-to-month,88.24,505.8,No,No internet service,No internet service,No internet service,Credit card (auto),No,1,No,No,Yes,Yes,2,0.0,0,1,0
CUST51229,7,Month-to-month,80.62,591.41,Fiber optic,No,Yes,Yes,Credit card (auto),Yes,0,Yes,Yes,Yes,No,0,17.33,0,0,0
CUST51230,2,Month-to-month,117.41,213.23,DSL,Yes,Yes,No,Credit card (auto),Yes,0,No,No,Yes,No,2,8.21,1,0,1
CUST51231,72,Month-to-month,118.55,8313.23,Fiber optic,Yes,Yes,No,Credit card (auto),Yes,0,No,Yes,Yes,No,0,9.15,1,0,0
CUST51232,26,Month-to-month,94.8,2520.5,Fiber optic,Yes,Yes,Yes,Bank transfer (auto),Yes,0,No,No,Yes,Yes,2,15.82,0,0,1
CUST51233,15,Two year,88.29,1368.83,DSL,Yes,No,No,Mailed check,Yes,0,No,Yes,Yes,No,1,10.73,0,1,0
CUST51234,26,Month-to-month,60.31,1398.74,Fiber optic,No,Yes,Yes,Credit card (auto),No,0,Yes,Yes,Yes,No,0,18.65,0,0,1
CUST51235,1,One year,94.7,91.32,DSL,Yes,No,Yes,Mailed check,No,0,Yes,Yes,Yes,Yes,5,23.66,0,1,1
CUST51236,13,Two year,35.92,430.62,No,No internet service,No internet service,No internet service,Bank transfer (auto),No,1,Yes,No,Yes,No,2,0.0,0,0,1
CUST51237,5,One year,39.94,193.59,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,No,Yes,Yes,3,0.0,0,0,0
CUST51238,24,Month-to-month,115.32,2486.11,DSL,No,Yes,Yes,Electronic check,No,0,Yes,No,Yes,Yes,1,78.09,0,1,0
CUST51239,6,Month-to-month,103.23,578.63,Fiber optic,No,No,Yes,Mailed check,No,0,No,No,Yes,No,4,8.21,0,0,1
CUST51240,35,Two year,108.95,3844.94,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,0,10.56,2,0,0
CUST51241,34,Two year,114.03,3443.68,DSL,No,No,Yes,Electronic check,Yes,0,No,No,Yes,No,1,92.23,0,0,0
CUST51242,21,Month-to-month,98.56,2060.03,Fiber optic,No,No,No,Electronic check,Yes,0,No,No,No,No phone service,5,8.88,0,2,1
CUST51243,31,One year,22.36,687.01,DSL,No,Yes,No,Credit card (auto),No,0,No,Yes,Yes,Yes,1,30.75,1,0,0
CUST51244,8,One year,31.5,240.09,Fiber optic,Yes,No,No,Electronic check,No,0,Yes,Yes,Yes,Yes,3,41.35,0,1,1
CUST51245,36,One year,95.88,3122.86,DSL,Yes,No,Yes,Electronic check,Yes,0,No,No,Yes,Yes,2,10.23,1,0,1
CUST51246,21,One year,22.62,496.7,DSL,Yes,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,No,4,14.17,1,1,0
CUST51247,19,Month-to-month,79.68,1402.05,DSL,No,No,No,Electronic check,Yes,0,Yes,No,Yes,Yes,1,57.22,1,1,0
CUST51248,9,Month-to-month,104.33,862.65,DSL,Yes,No,Yes,Mailed check,Yes,0,Yes,No,Yes,No,1,30.09,1,0,1
CUST51249,4,Two year,36.79,136.23,Fiber optic,Yes,No,Yes,Electronic check,No,0,Yes,No,Yes,No,2,56.17,1,1,0
CUST51250,51,Month-to-month,74.72,3460.98,Fiber optic,Yes,No,No,Bank transfer (auto),No,0,Yes,Yes,Yes,Yes,8,75.31,0,1,1
CUST51251,30,Month-to-month,95.48,2874.63,DSL,No,No,Yes,Mailed check,No,0,No,Yes,Yes,No,2,18.2,0,1,1
CUST51252,15,Month-to-month,79.62,1214.83,DSL,No,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,4,27.0,0,0,1
CUST51253,37,Month-to-month,86.68,3206.33,Fiber optic,Yes,No,Yes,Bank transfer (auto),No,0,No,Yes,Yes,No,0,104.43,1,0,0
CUST51254,15,One year,63.53,991.16,Fiber optic,Yes,Yes,No,Electronic check,No,1,No,Yes,Yes,No,4,6.45,0,0,0
CUST51255,2,Two year,24.9,45.2,Fiber optic,No,No,Yes,Electronic check,No,0,No,No,Yes,No,2,37.38,0,0,0
CUST51256,6,Month-to-month,98.14,523.61,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,No,No,Yes,Yes,7,0.0,3,0,1
CUST51257,17,Two year,72.64,1191.49,DSL,No,Yes,No,Bank transfer (auto),No,0,No,No,Yes,Yes,3,22.82,0,0,0
CUST51258,32,One year,51.28,1433.94,DSL,No,Yes,No,Electronic check,Yes,0,No,No,Yes,Yes,1,26.83,0,0,1
CUST51259,72,Month-to-month,22.1,1651.54,No,No internet service,No internet service,No internet service,Electronic check,Yes,1,Yes,Yes,Yes,Yes,0,0.0,0,2,0
CUST51260,5,Month-to-month,45.16,221.86,Fiber optic,No,No,No,Credit card (auto),Yes,1,No,No,Yes,Yes,1,24.68,0,0,1
CUST51261,2,One year,58.97,102.73,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,Yes,No,2,0.0,0,0,0
CUST51262,5,One year,60.18,293.11,Fiber optic,No,Yes,No,Credit card (auto),No,0,No,No,Yes,Yes,3,31.78,0,2,0
CUST51263,38,Month-to-month,89.26,3086.06,Fiber optic,No,Yes,Yes,Credit card (auto),Yes,0,No,No,Yes,No,0,0.81,0,0,0
CUST51264,27,Month-to-month,114.3,3036.44,Fiber optic,No,Yes,Yes,Credit card (auto),Yes,0,No,Yes,Yes,No,2,18.12,0,1,0
CUST51265,40,One year,50.19,2103.53,DSL,Yes,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,1,44.68,1,0,0
CUST51266,15,Month-to-month,63.64,984.5,Fiber optic,No,Yes,No,Mailed check,No,1,Yes,Yes,Yes,No,0,15.23,0,1,0
CUST51267,2,Month-to-month,78.94,136.36,Fiber optic,Yes,Yes,No,Mailed check,Yes,0,Yes,Yes,Yes,Yes,2,34.09,0,0,0
CUST51268,13,Month-to-month,116.22,1377.45,No,No internet service,No internet service,No internet service,Mailed check,No,0,No,No,Yes,Yes,4,0.0,1,2,0
CUST51269,24,Month-to-month,83.61,2017.84,Fiber optic,Yes,Yes,Yes,Electronic check,Yes,0,No,No,Yes,Yes,0,17.68,0,2,0
CUST51270,69,One year,109.03,7677.87,Fiber optic,Yes,No,Yes,Mailed check,No,0,No,No,Yes,No,2,45.71,0,0,0
CUST51271,10,One year,79.18,808.87,DSL,No,No,No,Bank transfer (auto),Yes,1,Yes,No,Yes,No,1,4.3,0,1,0
CUST51272,43,Two year,38.0,1571.22,Fiber optic,Yes,Yes,No,Electronic check,No,0,No,No,No,No phone service,2,21.73,0,1,0
CUST51273,34,Month-to-month,37.91,1331.62,DSL,No,No,No,Credit card (auto),Yes,1,No,No,No,No phone service,1,39.4,0,1,1
CUST51274,4,One year,112.48,424.84,DSL,No,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,4,46.3,1,0,1
CUST51275,35,Month-to-month,35.43,1203.52,No,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,No,Yes,Yes,1,0.0,0,1,0
CUST51276,55,Two year,108.49,5832.37,Fiber optic,Yes,No,Yes,Electronic check,No,0,Yes,Yes,Yes,No,1,17.89,0,0,0
CUST51277,13,One year,36.38,402.33,Fiber optic,Yes,Yes,No,Credit card (auto),Yes,0,Yes,No,Yes,No,0,34.38,1,1,0
CUST51278,1,Month-to-month,38.68,33.94,Fiber optic,Yes,Yes,No,Bank transfer (auto),Yes,1,No,Yes,Yes,No,12,23.74,0,2,1
CUST51279,44,Month-to-month,23.31,1035.43,Fiber optic,No,No,Yes,Electronic check,Yes,0,Yes,Yes,Yes,Yes,2,27.19,2,2,1
CUST51280,6,One year,68.36,402.08,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,No,No,No phone service,2,0.0,2,2,1
CUST51281,17,Two year,94.29,1665.4,Fiber optic,No,Yes,Yes,Electronic check,No,0,Yes,No,Yes,Yes,1,6.73,1,1,0
CUST51282,8,Month-to-month,97.81,700.83,Fiber optic,No,No,No,Mailed check,Yes,0,No,Yes,Yes,Yes,7,21.17,0,0,1
CUST51283,28,Month-to-month,38.05,956.43,Fiber optic,No,Yes,No,Credit card (auto),Yes,1,No,No,Yes,Yes,1,38.89,0,0,0
CUST51284,5,Month-to-month,76.29,357.28,DSL,Yes,No,No,Mailed check,No,0,No,Yes,Yes,No,2,6.53,0,0,1
CUST51285,17,One year,53.11,809.42,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,Yes,Yes,Yes,3,42.1,1,1,0
CUST51286,5,One year,81.82,421.23,DSL,No,Yes,No,Mailed check,Yes,0,No,Yes,Yes,No,1,19.41,1,1,0
CUST51287,50,Month-to-month,29.18,1247.97,No,No internet service,No internet service,No internet service,Electronic check,No,1,Yes,Yes,No,No phone service,0,0.0,1,1,1
CUST51288,8,Month-to-month,37.2,282.68,Fiber optic,Yes,No,Yes,Mailed check,No,1,No,Yes,No,No phone service,4,12.7,0,1,1
CUST51289,12,Month-to-month,41.23,454.45,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,No,No,Yes,No,2,26.05,0,0,0
CUST51290,72,One year,117.28,8414.14,DSL,No,No,Yes,Credit card (auto),Yes,0,No,Yes,Yes,Yes,0,8.32,1,0,0
CUST51291,16,One year,26.5,385.58,Fiber optic,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,No,0,38.02,0,2,0
CUST51292,26,Month-to-month,87.45,2278.04,DSL,Yes,No,No,Credit card (auto),Yes,0,No,No,Yes,Yes,1,16.2,0,0,0
CUST51293,4,Month-to-month,51.69,187.34,Fiber optic,No,Yes,No,Bank transfer (auto),No,0,Yes,No,Yes,Yes,1,16.34,1,0,0
CUST51294,2,Month-to-month,59.05,115.51,Fiber optic,No,Yes,Yes,Credit card (auto),Yes,0,No,Yes,Yes,No,3,13.79,1,0,1
CUST51295,2,Month-to-month,109.86,205.64,Fiber optic,No,No,No,Electronic check,No,1,No,Yes,Yes,No,2,47.23,0,0,1
CUST51296,8,Month-to-month,26.48,217.9,DSL,No,No,No,Bank transfer (auto),Yes,0,No,No,Yes,Yes,0,46.63,0,0,0
CUST51297,1,Two year,34.5,34.65,No,No internet service,No internet service,No internet service,Mailed check,No,0,Yes,No,Yes,Yes,4,0.0,1,0,1
CUST51298,1,One year,53.1,49.61,Fiber optic,No,Yes,No,Bank transfer (auto),Yes,1,No,Yes,Yes,No,2,52.19,0,1,0
CUST51299,43,Month-to-month,63.73,2728.3,DSL,No,Yes,Yes,Electronic check,Yes,0,No,No,Yes,No,4,10.42,0,1,0
CUST51300,59,Month-to-month,91.12,5055.7,Fiber optic,Yes,No,No,Electronic check,Yes,0,No,Yes,Yes,No,0,16.7,0,2,0
CUST51301,31,Month-to-month,119.12,3311.27,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,Yes,Yes,4,0.0,0,1,1
CUST51302,2,One year,26.85,51.74,Fiber optic,Yes,No,No,Mailed check,Yes,0,No,Yes,Yes,No,1,9.02,0,0,0
CUST51303,43,Two year,51.77,1911.36,Fiber optic,Yes,No,No,Mailed check,No,0,No,No,Yes,Yes,4,36.13,0,0,0
CUST51304,57,Month-to-month,64.59,3606.17,Fiber optic,No,Yes,Yes,Mailed check,Yes,0,No,Yes,Yes,No,1,18.91,0,0,0
CUST51305,6,One year,38.58,241.63,Fiber optic,No,No,Yes,Credit card (auto),Yes,0,No,No,Yes,Yes,1,34.38,0,1,0
CUST51306,72,Month-to-month,38.83,2572.68,Fiber optic,No,No,Yes,Mailed check,No,0,No,No,Yes,No,3,90.37,1,0,0
CUST51307,4,Month-to-month,83.4,328.61,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,Yes,Yes,Yes,1,0.0,1,0,0
CUST51308,22,One year,114.79,2581.65,Fiber optic,No,No,Yes,Electronic check,No,0,No,No,Yes,No,0,10.03,0,0,1
CUST51309,1,Month-to-month,23.73,24.09,DSL,No,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,No,2,18.82,2,0,1
CUST51310,1,Two year,118.88,113.0,Fiber optic,No,No,No,Electronic check,No,0,No,Yes,Yes,Yes,2,11.53,0,0,1
CUST51311,29,Month-to-month,31.05,877.41,Fiber optic,No,Yes,No,Mailed check,No,0,No,Yes,Yes,No,0,29.05,1,0,1
CUST51312,5,Month-to-month,28.04,141.2,Fiber optic,No,No,No,Electronic check,No,0,Yes,No,No,No phone service,3,6.28,0,0,1
CUST51313,1,Month-to-month,100.26,96.39,No,No internet service,No internet service,No internet service,Credit card (auto),No,0,Yes,No,Yes,No,3,0.0,0,1,0
CUST51314,2,Two year,43.71,89.16,No,No internet service,No internet service,No internet service,Mailed check,Yes,0,Yes,No,Yes,No,0,0.0,0,1,0
CUST51315,36,Month-to-month,37.9,1253.94,Fiber optic,No,No,Yes,Credit card (auto),Yes,1,No,Yes,Yes,No,1,8.32,0,1,1
CUST51316,5,Month-to-month,118.84,527.96,Fiber optic,No,Yes,Yes,Mailed check,Yes,1,No,Yes,No,No phone service,1,37.29,1,0,1
CUST51317,10,One year,21.25,218.16,Fiber optic,No,No,No,Electronic check,No,0,Yes,No,Yes,No,4,42.76,0,1,0
CUST51318,56,Month-to-month,100.3,5386.84,DSL,No,No,No,Bank transfer (auto),Yes,0,No,Yes,Yes,Yes,2,64.49,0,0,0
CUST51319,8,Month-to-month,91.37,719.6,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,Yes,Yes,Yes,No,8,0.0,1,1,1
CUST51320,2,Two year,107.08,182.76,Fiber optic,No,No,Yes,Electronic check,Yes,0,No,Yes,Yes,No,1,58.89,3,0,1
CUST51321,49,One year,116.58,5360.54,Fiber optic,No,No,No,Electronic check,Yes,0,Yes,No,Yes,Yes,1,37.76,0,0,1
CUST51322,8,Month-to-month,96.35,750.83,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,No,Yes,Yes,2,85.89,1,0,0
CUST51323,1,Month-to-month,43.85,40.15,DSL,No,No,No,Electronic check,No,0,Yes,Yes,Yes,No,8,18.6,0,0,1
CUST51324,25,One year,38.76,845.5,Fiber optic,No,No,No,Credit card (auto),Yes,0,Yes,Yes,No,No phone service,2,43.39,1,0,0
CUST51325,1,Month-to-month,37.09,37.47,DSL,Yes,No,Yes,Bank transfer (auto),No,0,No,No,Yes,No,2,66.03,0,0,1
CUST51326,44,One year,66.09,3035.7,DSL,No,No,No,Bank transfer (auto),No,0,Yes,No,Yes,No,2,16.67,1,0,0
CUST51327,4,Month-to-month,69.38,236.89,DSL,No,No,Yes,Electronic check,No,0,No,No,Yes,Yes,2,38.06,0,3,1
CUST51328,1,Two year,33.24,29.19,No,No internet service,No internet service,No internet service,Mailed check,Yes,1,Yes,Yes,Yes,No,1,0.0,1,0,0
CUST51329,2,Month-to-month,83.69,159.82,DSL,No,No,No,Bank transfer (auto),No,0,Yes,Yes,Yes,No,1,21.62,0,0,0
CUST51330,26,Two year,70.45,1887.42,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,No,Yes,Yes,No,0,0.0,1,0,0
CUST51331,42,Month-to-month,102.15,4351.45,Fiber optic,No,Yes,No,Credit card (auto),No,0,Yes,No,Yes,No,7,29.68,0,0,1
CUST51332,1,Month-to-month,37.71,39.0,No,No internet service,No internet service,No internet service,Electronic check,No,0,No,Yes,Yes,No,2,0.0,0,0,1
CUST51333,20,Month-to-month,40.17,802.77,No,No internet service,No internet service,No internet service,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,3,0.0,0,0,1
CUST51334,5,Two year,77.39,400.82,Fiber optic,Yes,No,No,Bank transfer (auto),Yes,0,No,No,Yes,No,5,35.93,3,1,1
CUST51335,13,Two year,78.77,918.1,Fiber optic,No,No,No,Bank transfer (auto),Yes,0,Yes,Yes,Yes,No,3,19.7,0,0,1
CUST51336,50,Month-to-month,78.1,3555.96,No,No internet service,No internet service,No internet service,Electronic check,Yes,0,No,Yes,Yes,Yes,1,0.0,0,1,1
CUST51337,10,Month-to-month,57.58,558.74,DSL,Yes,No,No,Electronic check,Yes,0,No,Yes,No,No phone service,3,16.76,0,1,0
CUST51338,72,Two year,96.7,6426.17,Fiber optic,No,Yes,Yes,Mailed check,No,0,Yes,Yes,Yes,Yes,1,110.16,1,1,1
